id,name,department,deviation_value,school_report_ratio,selection_criteria_url,has_school_selection_exam,created_at,updated_at,type
310,秀明高等学校,普通科難関国公立大学進学コース,71,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
311,秀明高等学校,普通科総合進学コース,59,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
312,秀明英光高等学校,普通科特別進学コース,49,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
313,秀明英光高等学校,普通科総合進学コース,43,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
314,細田学園高等学校,普通科特進Ｈコース,67,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
315,細田学園高等学校,普通科特進コース,61,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
316,細田学園高等学校,普通科選抜Ｇコース,59,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
317,細田学園高等学校,普通科選抜Ｌコース,56,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
318,細田学園高等学校,普通科進学αコース,50,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
319,秋草学園高等学校,普通科特選コースＳクラス,56,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
320,秋草学園高等学校,普通科特選コースＡクラス,52,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
321,秋草学園高等学校,普通科選抜コース,50,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
322,秋草学園高等学校,普通科幼保コース,46,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
323,秋草学園高等学校,普通科ＡＧコース,44,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
324,大妻嵐山高等学校,普通科特別進学コース,63,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
325,大妻嵐山高等学校,普通科総合進学コース,62,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
326,大妻嵐山高等学校,普通科大妻進学コース,56,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
327,開智未来高等学校,普通科開智クラス,59,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
328,国際学院高等学校,総合学科選抜進学コース,47,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
329,国際学院高等学校,総合学科アドバンスコース,56,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
330,国際学院高等学校,総合学科セレクトコース,53,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
331,国際学院高等学校,総合学科進学コース,44,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
332,国際学院高等学校,総合学科食物調理コース,44,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
333,栄北高等学校,普通科特類A,54,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
334,栄北高等学校,普通科特類S,59,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
335,栄北高等学校,普通科特類選抜,64,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
336,栄東高等学校,普通科,73,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
337,埼玉栄高等学校,保健体育科,46,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
338,埼玉平成高等学校,普通科特進Ⅱコース,51,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
339,秀明英光高等学校,普通科国際英語コース,46,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
340,城西大学付属川越高等学校,普通科特別選抜コース,65,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
341,城西大学付属川越高等学校,普通科特進コース,64,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
342,城西大学付属川越高等学校,普通科進学コース,59,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
343,聖望学園高等学校,普通科特進コース,62,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
344,聖望学園高等学校,普通科進学コース,52,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
345,西武学園文理高等学校,普通科グローバルクラス,67,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
346,西武台高等学校,普通科特進Ｓコース,61,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
347,西武台高等学校,普通科選抜Ⅰコース,56,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
348,西武台高等学校,普通科選抜Ⅱコース,52,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
349,西武台高等学校,普通科ＳＴＥＡＭコース,50,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
350,西武台高等学校,普通科進学コース,50,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
351,星野高等学校,普通科文理選抜コース,65,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
352,星野高等学校,普通科α選抜コース,64,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
353,星野高等学校,普通科βコース,60,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
354,正智深谷高等学校,普通科特別進学系Ｓコース,62,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
355,正智深谷高等学校,普通科特別進学系Ｈコース,61,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
356,正智深谷高等学校,普通科総合進学系進学Ｐコース,52,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
357,昌平高等学校,普通科特別進学コースＴ特選クラス,66,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
358,昌平高等学校,普通科特別進学コース特進アスリートクラス,60,,,0,2025/4/30 17:00,2025/4/30 17:00,私立
359,その他,その他,99,,,0,,,公立
